ScenarioID,Weather,Observation window ,EI time in 2D  module (unit: second),EI prob in 2D detection module,EI time in 3D module (unit: second),EI prob in 3D module,TimeStamp,2D error indicator,3D error indicator,Miss localization error indicator
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,1.95,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.45,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.7,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,2.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.25,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.55,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,3.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.2,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.45,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,4.95,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.15,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.4,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.5,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,5.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.3,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.45,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,6.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.45,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,7.95,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.05,1,0,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.5,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.75,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,8.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.4,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.45,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.8,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,9.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.4,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.45,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.55,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.7,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,10.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.45,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,11.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.05,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.25,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.45,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,12.8,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.45,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.65,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,13.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.6,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,14.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.4,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,15.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.3,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.5,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,16.95,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.05,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.1,0,0,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.15,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.3,1,1,1
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.45,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,17.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.15,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.3,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.45,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.7,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,18.95,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.05,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.1,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.15,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.2,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.25,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.3,0,1,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.35,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.4,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.45,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.5,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.55,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.6,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.65,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.7,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.75,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.8,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,19.95,0,0,0
1,Persistent clear,"[0,20)","[0,20)",0,"[0,20)",0,20,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.15,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.25,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.3,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.4,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.55,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.6,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.7,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.8,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,0.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.15,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.2,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.25,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.3,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.35,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.4,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.45,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.5,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.55,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.6,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.65,1,1,1
